bioguideId,state,Agriculture and Food,Animals,Armed Forces and National Security,Arts,Civil Rights and Liberties,Commerce,Congress,Crime and Law Enforcement,Economics and Public Finance,Education,Emergency Management,Energy,Environmental Protection,Families,Finance and Financial Sector,Foreign Trade and International Finance,Government Operations and Politics,Health,Housing and Community Development,Immigration,International Affairs,Labor and Employment,Law,Native Americans,Public Lands and Natural Resources,Science,Social Sciences and History,Social Welfare,Sports and Recreation,Taxation,Transportation and Public Works,Water Resources Development
B000506,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001243,TN,0,1,2,0,1,6,0,0,10,1,0,3,0,0,0,1,4,26,4,5,0,0,0,0,3,8,0,3,0,2,0,0
B000517,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000518,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000538,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000550,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000551,GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000556,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000567,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001294,IA,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0
B000574,OR,2,4,7,0,0,0,1,5,0,1,1,0,6,0,1,3,5,5,0,3,1,0,0,2,1,0,0,0,0,22,8,0
B001277,CT,3,2,29,0,1,8,0,18,0,4,0,0,0,0,3,0,2,15,3,3,3,2,5,0,7,2,0,1,2,13,13,0
B001303,DE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000575,MO,0,0,9,1,0,2,2,2,3,1,1,1,3,0,2,2,11,12,1,0,5,1,0,0,3,1,0,2,0,8,6,0
B000576,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001263,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000586,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000589,OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B000592,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000600,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000605,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001278,OR,2,0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,1,3,0,0,0,3,0,3,1,2,0,1,0,3,2,0
B000611,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000615,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000617,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000619,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000620,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001244,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
B001228,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000622,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001288,NJ,0,3,1,0,1,4,1,12,0,3,2,2,4,0,3,0,10,10,1,2,0,0,2,0,3,3,0,0,0,8,7,0
B001236,AR,1,0,12,1,0,0,0,0,2,0,0,2,3,0,0,0,5,4,0,0,1,2,0,0,2,0,0,0,0,5,4,1
B001245,GU,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,5,0,0,3,0,0,0,0
B001254,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000639,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000644,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000647,MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000648,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001295,IL,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000652,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000657,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000666,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001255,LA,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,2,2,16,0,1,0,0,0,0,0,1,0,2,0,21,1,0
B000682,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000711,CA,0,1,7,0,0,3,1,8,2,6,1,5,10,0,0,0,6,11,0,1,11,0,0,6,13,0,0,2,0,3,4,2
B000716,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001258,KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001296,PA,0,0,1,0,0,0,0,3,1,0,0,0,2,0,0,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
B000736,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001225,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001246,NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000755,TX,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,4,14,0,0,0,3,0,0,0,0,0,3,0,13,0,0
B000756,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001227,PA,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
B001259,IA,0,0,3,0,0,2,1,0,0,3,0,1,0,0,0,0,2,4,0,0,2,0,0,0,1,0,0,1,0,8,1,0
B000771,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001290,VA,3,0,2,0,0,3,0,0,4,0,1,1,0,0,1,0,2,0,0,4,2,0,0,0,1,0,0,0,0,4,1,0
B000778,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000780,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000788,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000798,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000817,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001283,OK,0,0,1,0,0,0,4,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0
B001264,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000839,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000845,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000851,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000862,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000871,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000880,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001274,AL,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,3,1,0,6,4,0,0,0,0,2,0,0,0,0,0,0
B001284,IN,0,0,5,0,0,2,1,2,0,1,2,2,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0
B000890,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000893,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001262,GA,0,0,1,0,1,0,0,1,2,1,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0
B000897,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001304,MD,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
B000910,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000911,FL,1,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B000917,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000918,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000919,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001235,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001268,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000944,OH,2,0,20,0,1,1,0,3,1,5,0,0,8,0,8,5,6,30,0,0,1,2,0,0,7,0,0,4,2,32,6,1
B001247,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000953,KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001285,CA,0,0,33,0,1,1,2,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,9,6,0
B000966,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000967,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000971,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000993,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000996,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B000997,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001008,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001260,FL,1,0,2,0,0,0,3,2,6,0,0,0,0,2,0,1,1,3,0,2,1,0,0,0,0,0,0,4,0,10,0,0
B001297,CO,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0
B001026,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001275,IN,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,20,0,0,1,0,0,0,0,3,0,0,0,1,2,0
B001305,NC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
B001036,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001276,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001057,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001063,OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001066,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001076,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001077,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001080,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001248,TX,0,0,4,0,0,3,0,1,3,3,0,3,4,0,0,0,4,44,0,3,5,0,0,0,0,0,0,0,0,11,3,0
B001091,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001092,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001102,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001111,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001113,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001126,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001249,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001135,NC,0,0,24,0,1,0,0,1,0,1,0,2,2,1,0,0,8,6,0,0,1,0,0,3,7,2,0,0,0,11,1,0
B001266,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001149,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001153,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001156,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001158,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001172,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001286,IL,1,0,6,0,0,0,0,0,0,2,0,0,2,0,1,1,11,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1
B001182,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001251,NC,0,0,4,0,0,1,0,0,0,1,0,1,1,0,0,0,4,4,0,0,0,0,0,0,2,1,0,0,0,0,4,0
B001203,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001209,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001210,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001289,AL,0,0,2,1,0,0,0,0,2,3,0,0,0,0,0,0,1,1,1,1,0,4,0,2,2,0,0,0,0,0,0,0
B001213,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001220,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B001221,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000052,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000059,CA,0,0,9,0,0,0,0,4,4,0,0,0,5,0,0,0,3,1,0,3,0,2,2,2,6,0,0,0,0,0,1,0
C000071,MI,0,0,0,0,0,0,1,0,2,0,0,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,5,1,0
C000073,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000077,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000079,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001064,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
C000100,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000107,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000116,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000120,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001082,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001046,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000127,WA,0,1,3,0,0,4,0,0,0,0,1,6,1,0,0,3,0,5,0,0,0,2,0,5,22,5,0,1,0,14,3,2
C001079,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001047,WV,0,0,0,0,0,0,1,0,0,0,0,3,11,0,7,0,0,11,0,0,0,1,0,0,2,0,0,0,0,6,0,0
C001036,CA,1,0,3,0,1,0,0,6,0,1,0,3,4,0,0,0,4,17,0,0,1,0,0,0,5,0,0,0,0,0,1,2
C000134,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001037,MA,0,0,0,0,0,7,0,6,0,0,3,0,0,0,27,0,9,0,4,2,1,0,1,0,0,0,0,1,0,0,0,0
C000137,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001112,CA,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
C001097,CA,2,0,2,0,0,2,0,10,0,10,0,2,1,0,0,3,2,3,0,2,0,4,0,0,0,0,0,0,0,4,3,0
C000141,MD,0,3,1,0,6,2,0,11,1,0,0,0,9,0,0,2,7,16,0,1,29,1,0,0,15,0,0,1,0,21,2,5
C001050,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000143,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000158,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001043,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001060,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000164,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001065,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001083,DE,0,0,4,0,0,2,0,0,2,7,0,0,0,0,5,1,2,1,1,0,0,2,0,0,1,0,0,1,0,3,0,2
C000165,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000174,DE,0,0,0,0,0,1,1,0,0,2,3,0,2,0,2,0,22,7,0,1,0,0,0,0,3,1,0,1,0,9,1,2
C000178,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001072,IN,3,0,2,0,0,2,1,0,0,9,3,0,0,1,3,0,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
C001044,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000191,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001103,GA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,0,2,0,4,0,0,2,0,0,0,0,0,1,0
C001051,TX,0,0,6,0,0,0,0,2,1,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
C000201,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001090,PA,4,0,18,0,0,4,0,2,0,15,3,10,11,1,8,0,17,15,2,0,0,6,4,0,2,3,0,3,1,8,6,0
C000220,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001055,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000228,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001070,PA,4,0,2,0,0,4,0,9,0,16,0,0,5,5,1,0,2,27,0,0,6,16,0,0,6,0,0,3,0,27,9,0
C001075,LA,0,1,13,0,0,1,0,5,1,0,1,10,3,0,3,0,5,33,0,1,1,1,0,0,4,0,0,0,0,11,1,0
C000243,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001066,FL,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C001091,TX,0,0,4,0,0,1,0,2,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,3,0,0
C000261,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001073,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000263,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000266,OH,2,0,0,0,0,9,0,4,0,2,0,0,2,0,2,3,3,1,0,2,8,0,7,0,0,2,0,0,0,4,5,0
C000269,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001040,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001076,UT,0,1,3,0,0,2,3,13,3,2,0,1,1,0,0,0,19,2,0,5,4,0,0,0,10,0,0,0,0,6,0,1
C000275,MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000286,GA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
C001058,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C000293,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
