bioguideId,last_name,first_name,party,state,chamber,chamber_id
M001193,Macarthur,Thomas,R,NJ,House,1
B000589,Boehner,John,R,OH,House,1
C001106,Costello,Ryan,R,PA,House,1
H001073,Hurd,Will,R,TX,House,1
D000625,Donovan,Daniel,R,NY,House,1
D000626,Davidson,Warren,R,OH,House,1
R000600,Radewagen,Aumua Amata,R,AS,House,1
E000296,Evans,Dwight,D,PA,House,1
D000618,Daines,Steve,R,MT,Senate,2
C001095,Cotton,Tom,R,AR,Senate,2
C001075,Cassidy,Bill,R,LA,Senate,2
R000605,Rounds,Mike,R,SD,Senate,2
S001198,Sullivan,Dan,R,AK,Senate,2
L000575,Lankford,James,R,OK,Senate,2
C001047,Capito,Shelley,R,WV,Senate,2
G000562,Gardner,Cory,R,CO,Senate,2
P000612,Perdue,David,R,GA,Senate,2
E000295,Ernst,Joni,R,IA,Senate,2
T000476,Tillis,Thomas,R,NC,Senate,2
S001197,Sasse,Ben,R,NE,Senate,2
P000595,Peters,Gary,D,MI,Senate,2
R000607,Rooney,Francis,R,FL,House,1
B001298,Bacon,Don,R,NE,House,1
G000579,Gallagher,Mike,R,WI,House,1
N000190,Norman,Ralph,R,SC,House,1
M001202,Murphy,Stephanie,D,FL,House,1
A000375,Arrington,Jodey,R,TX,House,1
K000389,Khanna,Ro,D,CA,House,1
H001074,Hollingsworth,Trey,R,IN,House,1
C001110,Correa,J.,D,CA,House,1
G000583,Gottheimer,Josh,D,NJ,House,1
B001305,Budd,Ted,R,NC,House,1
K000392,Kustoff,David,R,TN,House,1
T000478,Tenney,Claudia,R,NY,House,1
C001112,Carbajal,Salud,D,CA,House,1
M001200,Mceachin,A.,D,VA,House,1
B001300,Barragan,Nanette,D,CA,House,1
J000298,Jayapal,Pramila,D,WA,House,1
G000580,Garrett,Thomas,R,VA,House,1
T000477,Taylor,Scott,R,VA,House,1
P000613,Panetta,Jimmy,D,CA,House,1
R000606,Raskin,Jamie,D,MD,House,1
G000578,Gaetz,Matt,R,FL,House,1
C001108,Comer,James,R,KY,House,1
S001200,Soto,Darren,D,FL,House,1
M001201,Mitchell,Paul,R,MI,House,1
S001199,Smucker,Lloyd,R,PA,House,1
G000584,Gianforte,Greg,R,MT,House,1
B001303,Blunt Rochester,Lisa,D,DE,House,1
D000628,Dunn,Neal,R,FL,House,1
M001198,Marshall,Roger,R,KS,House,1
E000297,Espaillat,Adriano,D,NY,House,1
K000390,Kihuen,Ruben,D,NV,House,1
S001201,Suozzi,Thomas,D,NY,House,1
O000171,O'halleran,Tom,D,AZ,House,1
R000608,Rosen,Jacky,D,NV,House,1
C001111,Crist,Charlie,D,FL,House,1
L000586,Lawson,Al,D,FL,House,1
D000627,Demings,Val,D,FL,House,1
C001109,Cheney,Liz,R,WY,House,1
B001302,Biggs,Andy,R,AZ,House,1
H001077,Higgins,Clay,R,LA,House,1
B001299,Banks,Jim,R,IN,House,1
J000299,Johnson,Mike,R,LA,House,1
R000609,Rutherford,John,R,FL,House,1
F000465,Ferguson,A.,R,GA,House,1
L000587,Lewis,Jason,R,MN,House,1
G000581,Gonzalez,Vicente,D,TX,House,1
F000464,Faso,John,R,NY,House,1
K000391,Krishnamoorthi,Raja,D,IL,House,1
B001304,Brown,Anthony,D,MD,House,1
M001199,Mast,Brian,R,FL,House,1
F000466,Fitzpatrick,Brian,R,PA,House,1
E000298,Estes,Ron,R,KS,House,1
B001301,Bergman,Jack,R,MI,House,1
G000582,Gonzalez-Colon,Jenniffer,R,PR,House,1
H001078,Handel,Karen,R,GA,House,1
G000585,Gomez,Jimmy,D,CA,House,1
H001056,Beutler,Jaime,R,WA,House,1
K000393,Kennedy,John,R,LA,Senate,2
Y000064,Young,Todd,R,IN,Senate,2
H001076,Hassan,Margaret,D,NH,Senate,2
C001113,Cortez Masto,Catherine,D,NV,Senate,2
D000622,Duckworth,Tammy,D,IL,Senate,2
H001075,Harris,Kamala,D,CA,Senate,2
V000128,Van Hollen,Chris,D,MD,Senate,2
S001202,Strange,Luther,R,AL,Senate,2
